"gene_symbol","gene_rank","gene_desc","hos_log2FC","hos_padj","os17_log2FC","os17_padj","Name","MOA","Phase"
"APEX1",282,"apurinic/apyrimidinic endodeoxyribonuclease 1",-0.909215192,3.98e-110,-1.05353914,4.45e-76,"methoxyamine","DNA repair enzyme inhibitor","Phase 2"
"KDM4B",283,"lysine demethylase 4B",-1.381125757,2.72e-103,-1.862984417,3.46e-82,"NSC-636819","histone demethylase inhibitor","Preclinical"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"acriflavine","hypoxia inducible factor inhibitor","Launched"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"acriflavinium","hypoxia inducible factor inhibitor","Launched"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"bakuchiol","DNA polymerase inhibitor","Phase 2"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"BAY-87-2243","hypoxia inducible factor inhibitor","Phase 1"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"FG-2216","hypoxia inducible factor prolyl hydroxylase inhibitor","Phase 2"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"melphalan-n-oxide","hypoxia inducible factor inhibitor","Phase 1"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"ML228","hypoxia inducible factor activator","Preclinical"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"YC-1","guanylyl cyclase activator","Preclinical"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"2-methoxyestradiol","hypoxia inducible factor inhibitor","Phase 2"
"HIF1A",285,"hypoxia inducible factor 1 subunit alpha",0.796322896,9.77e-85,1.113313451,1.01e-122,"3,3'-diindolylmethane","CHK inhibitor, cytochrome P450 activator, indoleamine 2,3-dioxygenase inhibitor","Phase 3"
"TUBB2B",286,"tubulin beta 2B class IIb",-1.259498561,6.42e-270,-1.615469682,8.28e-42,"cabazitaxel","microtubule inhibitor","Launched"
"TUBB2B",286,"tubulin beta 2B class IIb",-1.259498561,6.42e-270,-1.615469682,8.28e-42,"colchicine","microtubule inhibitor","Launched"
"TUBB2B",286,"tubulin beta 2B class IIb",-1.259498561,6.42e-270,-1.615469682,8.28e-42,"docetaxel","tubulin polymerization inhibitor","Launched"
"TUBB2B",286,"tubulin beta 2B class IIb",-1.259498561,6.42e-270,-1.615469682,8.28e-42,"paclitaxel","tubulin polymerization inhibitor","Launched"
"TUBB2B",286,"tubulin beta 2B class IIb",-1.259498561,6.42e-270,-1.615469682,8.28e-42,"vinorelbine","tubulin polymerization inhibitor","Launched"
"RPL15",289,"ribosomal protein L15",-1.111412445,1.21e-172,-1.216718268,1.85e-49,"anisomycin","DNA synthesis inhibitor","Preclinical"
"RPL15",289,"ribosomal protein L15",-1.111412445,1.21e-172,-1.216718268,1.85e-49,"puromycin","protein synthesis inhibitor","Preclinical"
"PKD1",292,"polycystin 1, transient receptor potential channel interacting",1.748569293,1.51e-131,1.952015292,5.63e-57,"CID-2011756","protein kinase inhibitor","Preclinical"
"NAMPT",297,"nicotinamide phosphoribosyltransferase",2.045634803,4.1e-182,2.279112586,2.36e-45,"FK-866","niacinamide phosphoribosyltransferase inhibitor","Phase 2"
"NAMPT",297,"nicotinamide phosphoribosyltransferase",2.045634803,4.1e-182,2.279112586,2.36e-45,"GMX1778","NAMPT inhibitor","Phase 1/Phase 2"
"NAMPT",297,"nicotinamide phosphoribosyltransferase",2.045634803,4.1e-182,2.279112586,2.36e-45,"GPP-78","NAMPT inhibitor","Preclinical"
"NAMPT",297,"nicotinamide phosphoribosyltransferase",2.045634803,4.1e-182,2.279112586,2.36e-45,"P7C3","NAMPT inhibitor","Preclinical"
"NAMPT",297,"nicotinamide phosphoribosyltransferase",2.045634803,4.1e-182,2.279112586,2.36e-45,"STF-118804","NAMPT inhibitor","Preclinical"
"NAMPT",297,"nicotinamide phosphoribosyltransferase",2.045634803,4.1e-182,2.279112586,2.36e-45,"STF-31","NAMPT inhibitor","Preclinical"
"NFKB1",304,"nuclear factor kappa B subunit 1",1.590379593,6.73e-77,1.62709508,5.56e-135,"andrographolide","tumor necrosis factor production inhibitor","Phase 2"
"NFKB1",304,"nuclear factor kappa B subunit 1",1.590379593,6.73e-77,1.62709508,5.56e-135,"arglabin","farnesyltransferase inhibitor","Launched"
"NFKB1",304,"nuclear factor kappa B subunit 1",1.590379593,6.73e-77,1.62709508,5.56e-135,"aspirin","cyclooxygenase inhibitor","Launched"
"NFKB1",304,"nuclear factor kappa B subunit 1",1.590379593,6.73e-77,1.62709508,5.56e-135,"pranlukast","leukotriene receptor antagonist","Launched"
"NFKB1",304,"nuclear factor kappa B subunit 1",1.590379593,6.73e-77,1.62709508,5.56e-135,"SP-100030","NFkB pathway inhibitor","Preclinical"
"NFKB1",304,"nuclear factor kappa B subunit 1",1.590379593,6.73e-77,1.62709508,5.56e-135,"triflusal","cyclooxygenase inhibitor, platelet aggregation inhibitor, thromboxane synthase inhibitor","Launched"
"PDK1",313,"pyruvate dehydrogenase kinase 1",-1.388901031,8.65e-95,-1.705137491,7.97e-77,"AZD7545","pyruvate dehydrogenase kinase inhibitor","Phase 1"
"PDK1",313,"pyruvate dehydrogenase kinase 1",-1.388901031,8.65e-95,-1.705137491,7.97e-77,"BX-795","IKK inhibitor","Preclinical"
"PDK1",313,"pyruvate dehydrogenase kinase 1",-1.388901031,8.65e-95,-1.705137491,7.97e-77,"BX-912","pyruvate dehydrogenase kinase inhibitor","Preclinical"
"SORT1",316,"sortilin 1",-0.725380669,4.06e-90,-1.99516786,2.05e-79,"AF38469","sortilin inhibitor","Preclinical"
"TOP2B",329,"DNA topoisomerase II beta",-1.022459473,2.47e-263,-0.764681762,1.89e-36,"amonafide","topoisomerase inhibitor","Phase 3"
"TOP2B",329,"DNA topoisomerase II beta",-1.022459473,2.47e-263,-0.764681762,1.89e-36,"amrubicin","topoisomerase inhibitor","Launched"
"TOP2B",329,"DNA topoisomerase II beta",-1.022459473,2.47e-263,-0.764681762,1.89e-36,"daunorubicin","RNA synthesis inhibitor, topoisomerase inhibitor","Launched"
"TOP2B",329,"DNA topoisomerase II beta",-1.022459473,2.47e-263,-0.764681762,1.89e-36,"dexrazoxane","chelating agent, topoisomerase inhibitor","Launched"
"TOP2B",329,"DNA topoisomerase II beta",-1.022459473,2.47e-263,-0.764681762,1.89e-36,"etoposide","topoisomerase inhibitor","Launched"
"TOP2B",329,"DNA topoisomerase II beta",-1.022459473,2.47e-263,-0.764681762,1.89e-36,"teniposide","topoisomerase inhibitor","Launched"
"SEPSECS",337,"Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase",1.944660231,4.53e-135,1.659621756,1.61e-46,"MC-1",NA,"Phase 3"
"PLK3",343,"polo like kinase 3",2.761209897,6.34e-99,2.550275549,5.78e-61,"BI-2536","PLK inhibitor","Phase 2"
"PLK3",343,"polo like kinase 3",2.761209897,6.34e-99,2.550275549,5.78e-61,"GW-843682X","PLK inhibitor","Preclinical"
"PLK3",343,"polo like kinase 3",2.761209897,6.34e-99,2.550275549,5.78e-61,"NMS-1286937","PLK inhibitor","Phase 2"
"GOT1",347,"glutamic-oxaloacetic transaminase 1",1.08851754,2.94e-85,1.867380742,5.97e-73,"L-aspartic-acid","metallic radical formation stimulant","Launched"
"GOT1",347,"glutamic-oxaloacetic transaminase 1",1.08851754,2.94e-85,1.867380742,5.97e-73,"L-cysteine",NA,"Launched"
"GOT1",347,"glutamic-oxaloacetic transaminase 1",1.08851754,2.94e-85,1.867380742,5.97e-73,"L-glutamic-acid","glutamate receptor agonist","Launched"
"GOT1",347,"glutamic-oxaloacetic transaminase 1",1.08851754,2.94e-85,1.867380742,5.97e-73,"MC-1",NA,"Phase 3"
"BIRC3",349,"baculoviral IAP repeat containing 3",3.942688967,2.95e-69,5.8309574,2.06e-114,"AZD5582","XIAP inhibitor","Preclinical"
"BIRC3",349,"baculoviral IAP repeat containing 3",3.942688967,2.95e-69,5.8309574,2.06e-114,"GDC-0152","XIAP inhibitor","Phase 1"
"BIRC3",349,"baculoviral IAP repeat containing 3",3.942688967,2.95e-69,5.8309574,2.06e-114,"SM-164","XIAP inhibitor","Preclinical"
"MTRR",365,"5-methyltetrahydrofolate-homocysteine methyltransferase reductase",0.816010118,2.37e-89,1.588134202,3.33e-59,"L-methionine","voltage-gated calcium channel ligand","Launched"
"CALR",367,"calreticulin",-0.994414174,2.7e-122,-1.086535273,9.96e-44,"melatonin","melatonin receptor agonist, nitric oxide synthase inhibitor","Launched"
"SHMT2",369,"serine hydroxymethyltransferase 2",1.379281524,0,0.971354785,1.55e-30,"AZD4282","glutamate receptor antagonist","Phase 1"
"SHMT2",369,"serine hydroxymethyltransferase 2",1.379281524,0,0.971354785,1.55e-30,"MC-1",NA,"Phase 3"
"SHMT2",369,"serine hydroxymethyltransferase 2",1.379281524,0,0.971354785,1.55e-30,"mimosine","DNA replication inhibitor","Preclinical"
"ABL2",371,"ABL proto-oncogene 2, non-receptor tyrosine kinase",1.480165263,1.2e-125,1.681919823,7.45e-43,"adenosine-triphosphate","adenosine receptor agonist","Phase 2"
"ABL2",371,"ABL proto-oncogene 2, non-receptor tyrosine kinase",1.480165263,1.2e-125,1.681919823,7.45e-43,"dasatinib","Bcr-Abl kinase inhibitor, ephrin inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, SRC inhibitor, tyrosine kinase inhibitor","Launched"
"PSMA4",372,"proteasome 20S subunit alpha 4",1.057262406,2.82e-61,1.926931171,2.74e-150,"bortezomib","NFkB pathway inhibitor, proteasome inhibitor","Launched"
"PSMA4",372,"proteasome 20S subunit alpha 4",1.057262406,2.82e-61,1.926931171,2.74e-150,"carfilzomib","proteasome inhibitor","Launched"
"NGF",377,"nerve growth factor",1.66368673,4.98e-59,4.861154467,7.35e-168,"Ro-08-2750","NGF binding inhibitor","Preclinical"
"DNPEP",378,"aspartyl aminopeptidase",1.289907591,1.51e-100,1.168226085,2.56e-50,"L-glutamic-acid","glutamate receptor agonist","Launched"
"SH2B3",380,"SH2B adaptor protein 3",1.006024709,1.11e-98,1.265899525,1.39e-50,"pazopanib","KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","Launched"
"RPL11",389,"ribosomal protein L11",-1.344442843,5.75e-113,-0.995352406,2.51e-43,"anisomycin","DNA synthesis inhibitor","Preclinical"
"RPL11",389,"ribosomal protein L11",-1.344442843,5.75e-113,-0.995352406,2.51e-43,"puromycin","protein synthesis inhibitor","Preclinical"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"acitretin","retinoid receptor agonist","Launched"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"adapalene","retinoid receptor agonist","Launched"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"AGN-194310","retinoid receptor antagonist","Phase 3"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"bexarotene","retinoid receptor agonist","Launched"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"BMS-649","retinoid receptor agonist","Preclinical"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"GW-9662","PPAR receptor antagonist","Preclinical"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"PA-452","retinoid receptor antagonist","Preclinical"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"peretinoin","retinoid receptor agonist","Phase 3"
"RXRA",391,"retinoid X receptor alpha",-1.188633733,6.51e-84,-1.167251834,8.68e-57,"retinol","retinoid receptor ligand","Launched"
"AXL",398,"AXL receptor tyrosine kinase",0.757142246,3.77e-115,0.904586929,3.9e-42,"BMS-777607","AXL kinase inhibitor, c-Met inhibitor, FLT3 inhibitor, hepatocyte growth factor receptor inhibitor, macrophage migration inhibiting factor inhibitor, tyrosine kinase inhibitor","Phase 1/Phase 2"
"AXL",398,"AXL receptor tyrosine kinase",0.757142246,3.77e-115,0.904586929,3.9e-42,"LDC1267","protein tyrosine kinase inhibitor","Preclinical"
"AXL",398,"AXL receptor tyrosine kinase",0.757142246,3.77e-115,0.904586929,3.9e-42,"MGCD-265","VEGFR inhibitor","Preclinical"
"AXL",398,"AXL receptor tyrosine kinase",0.757142246,3.77e-115,0.904586929,3.9e-42,"R-428","AXL kinase inhibitor","Phase 2"
"AXL",398,"AXL receptor tyrosine kinase",0.757142246,3.77e-115,0.904586929,3.9e-42,"TP-0903","AXL kinase inhibitor","Phase 1/Phase 2"
"COX6B1",403,"cytochrome c oxidase subunit 6B1",-1.070567061,2.3e-122,-1.277634933,2.16e-39,"cholic-acid","bile acid","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"A-987306","histamine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"acefylline","adenosine receptor agonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"adenosine","adenosine receptor agonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"aminophylline","adenosine receptor antagonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"BAY-60-6583","adenosine receptor agonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"caffeine","adenosine receptor antagonist, phosphodiesterase inhibitor","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"capadenoson","adenosine receptor agonist","Phase 2"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"CF102","adenosine receptor agonist","Phase 2"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"CGH2466","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"CGS-15943","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"CGS-21680","adenosine receptor agonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"cyproterone-acetate","androgen receptor antagonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"doxofylline","adenosine receptor antagonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"DPCPX","adenosine receptor antagonist","Phase 1"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"enprofylline","phosphodiesterase inhibitor","Phase 3"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"etofylline","adenosine receptor antagonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"gabapentin","calcium channel blocker","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"GR-79236","adenosine receptor agonist","Phase 1"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"GS-6201","adenosine receptor antagonist","Phase 1"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"HEMADO","adenosine receptor agonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"IB-MECA","adenosine receptor agonist","Phase 3"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"IBMX","phosphodiesterase inhibitor","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"istradefylline","adenosine receptor antagonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"KW-3902","adenosine receptor antagonist","Phase 3"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"MRS-3777","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"NECA","adenosine receptor agonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"N6-cyclopentyladenosine","adenosine receptor agonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"PD-81723","adenosine receptor agonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"pentoxifylline","phosphodiesterase inhibitor","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"preladenant","adenosine receptor antagonist","Phase 3"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"PSB-11","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"PSB-1115","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"PSB-36","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"PSB-603","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"regadenoson","adenosine receptor agonist","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"SCH-58261","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"SDZ-WAG-994","adenosine receptor agonist","Phase 2"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"SLV-320","adenosine receptor antagonist","Phase 2"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"tecadenoson","adenosine receptor agonist","Phase 2"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"theobromine","phosphodiesterase inhibitor","Launched"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"vipadenant","adenosine receptor antagonist","Phase 1"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"ZM-241385","adenosine receptor antagonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"2'-MeCCPA","adenosine receptor agonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"2-chloro-N6-cyclopentyladenosine","adenosine receptor agonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"2-chloroadenosine","adenosine receptor agonist","Preclinical"
"ADORA1",405,"adenosine A1 receptor",-2.516349248,1.27e-50,-4.083899054,0,"5'-chloro-5'-deoxy-ENBA-(+/-)","adenosine receptor agonist","Preclinical"
"ERN1",406,"endoplasmic reticulum to nucleus signaling 1",2.041646111,4.24e-55,3.322168577,1.17e-155,"APY-29","serine/threonine kinase inhibitor","Preclinical"
"ERN1",406,"endoplasmic reticulum to nucleus signaling 1",2.041646111,4.24e-55,3.322168577,1.17e-155,"STF-083010","serine/threonine kinase inhibitor","Preclinical"
"ERN1",406,"endoplasmic reticulum to nucleus signaling 1",2.041646111,4.24e-55,3.322168577,1.17e-155,"toyocamycin","serine/threonine kinase inhibitor","Phase 1"
"ERN1",406,"endoplasmic reticulum to nucleus signaling 1",2.041646111,4.24e-55,3.322168577,1.17e-155,"4-mu-8C","IRE1 inhibitor","Preclinical"
"PIM3",411,"Pim-3 proto-oncogene, serine/threonine kinase",1.45525043,6.6e-181,1.127085423,1.07e-31,"AZD1208","Pim kinase inhibitor","Phase 1"
"PIM3",411,"Pim-3 proto-oncogene, serine/threonine kinase",1.45525043,6.6e-181,1.127085423,1.07e-31,"SGI-1776","Pim kinase inhibitor","Phase 1"
"CCND1",414,"cyclin D1",0.665813894,1.28e-66,1.16699964,4.88e-77,"arcyriaflavin-a","CDK inhibitor","Preclinical"
"CCND1",414,"cyclin D1",0.665813894,1.28e-66,1.16699964,4.88e-77,"arsenic-trioxide","apoptosis stimulant","Launched"
"CCND1",414,"cyclin D1",0.665813894,1.28e-66,1.16699964,4.88e-77,"briciclib","cyclin D inhibitor","Phase 1"
"TUBA1B",420,"tubulin alpha 1b",-1.153504957,5.8e-128,-1.128486414,2.26e-36,"cabazitaxel","microtubule inhibitor","Launched"
"TUBA1B",420,"tubulin alpha 1b",-1.153504957,5.8e-128,-1.128486414,2.26e-36,"colchicine","microtubule inhibitor","Launched"
"TUBA1B",420,"tubulin alpha 1b",-1.153504957,5.8e-128,-1.128486414,2.26e-36,"docetaxel","tubulin polymerization inhibitor","Launched"
"TUBA1B",420,"tubulin alpha 1b",-1.153504957,5.8e-128,-1.128486414,2.26e-36,"paclitaxel","tubulin polymerization inhibitor","Launched"
"TUBA1B",420,"tubulin alpha 1b",-1.153504957,5.8e-128,-1.128486414,2.26e-36,"vinorelbine","tubulin polymerization inhibitor","Launched"
