gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D1_1_S12_L001,OS_17_D1_2_S13_L001,OS_17_D1_3_S14_L001,OS_17_D2_1_S15_L001,OS_17_D2_2_S16_L001,OS_17_D2_3_S17_L001,OS_17_D3_1_S18_L001,OS_17_D3_2_S19_L001,OS_17_D3_3_S20_L001,OS_17_Media_1_S21_L001,OS_17_Media_2_S22_L001
ENSG00000126709,IFI6,2537,interferon alpha inducible protein 6,6253.009829916497,5.2004427454592275,0.1758394674615442,29.574945946629168,3.1385628931664376e-192,2.88165633376612e-190,5734,8256,6552,9531,9065,9065,6405,6490,5692,310,189
ENSG00000166710,B2M,567,beta-2-microglobulin,16680.078279915953,2.5152419714702434,0.08510244519350901,29.555460665683523,5.58737099954573e-192,5.088977506386251e-190,17251,20523,18614,21415,20816,19687,20968,18571,14600,4966,3287
ENSG00000175592,FOSL1,8061,"FOS like 1, AP-1 transcription factor subunit",9089.83959564789,2.0628932330460747,0.06992598556208617,29.501096287223078,2.7872269660652836e-191,2.518458651480417e-189,9046,10562,10387,10376,10117,10015,10910,10920,10022,3395,2607
ENSG00000116717,GADD45A,1647,growth arrest and DNA damage inducible alpha,31454.85462211946,1.6685611457568326,0.05666262655609299,29.447296166284236,1.3634231547446798e-190,1.2222498123439511e-188,31085,36583,34691,37041,33809,33501,38160,36560,33457,15587,11384
ENSG00000151012,SLC7A11,23657,solute carrier family 7 member 11,1388.5778939840031,4.993416288055378,0.17008593691978482,29.358196088900346,1.878030814982793e-189,1.670420377232742e-187,1961,1700,1392,1710,1625,1562,1659,1731,1428,79,48
ENSG00000104312,RIPK2,8767,receptor interacting serine/threonine kinase 2,5458.033539633884,3.550981046359385,0.12155972967371821,29.21182085457635,1.3725087928290293e-187,1.2113188066944572e-185,4862,6351,5465,7637,7465,6886,6882,6305,5683,734,590
ENSG00000177425,PAWR,5074,pro-apoptotic WT1 regulator,5420.147852364111,1.706127838514138,0.05846516185330354,29.181956988249308,3.2857428067296666e-187,2.8775524503551736e-185,5501,6593,5650,6739,6057,5662,6399,6127,5670,2583,1944
ENSG00000135486,HNRNPA1,3178,heterogeneous nuclear ribonucleoprotein A1,7126.136854931306,-2.2758523809038516,0.07813916982429311,-29.125627851197102,1.7008757085420461e-186,1.4782038123474195e-184,4129,4320,3870,3775,4503,4243,4366,4143,3416,27793,20621
ENSG00000187955,COL14A1,7373,collagen type XIV alpha 1 chain,2307.6937374946424,-3.2540112107580303,0.11259604440726699,-28.899871464294666,1.1983725643765593e-183,1.0335963367747824e-181,740,968,832,761,918,849,985,1080,796,11630,8876
ENSG00000128342,LIF,3976,LIF interleukin 6 family cytokine,9069.97205989761,2.8873161924743664,0.09992105606647858,28.895973542887727,1.3414362059151658e-183,1.1482895642364032e-181,11565,12230,10881,10125,10104,9776,10651,10290,8639,2064,1422
ENSG00000129521,EGLN3,112399,egl-9 family hypoxia inducible factor 3,2030.0997982439412,-4.393425744593917,0.15214253083567347,-28.877038658829598,2.3195133712951794e-183,1.9707208755369864e-181,297,406,490,423,371,512,435,493,402,12687,9257
ENSG00000044574,HSPA5,3309,heat shock protein family A (Hsp70) member 5,184245.10812365153,2.026954906146682,0.07021533524461043,28.867695341556693,3.0387429634682574e-183,2.562673232524897e-181,176754,218847,204230,235425,225038,212578,212169,204783,183440,70572,53989
ENSG00000171867,PRNP,5621,prion protein,12206.552466588957,1.6841133464382843,0.05857280147272141,28.752480743517303,8.433324705984398e-182,7.0598089542376745e-180,13009,14176,12723,15120,14362,14070,14285,13264,11428,5892,4445
ENSG00000198911,SREBF2,6721,sterol regulatory element binding transcription factor 2,6376.103796070728,-1.8146097265568708,0.06329594022833462,-28.66865900104846,9.384773062925105e-181,7.798951921270241e-179,4328,4615,4257,4327,3946,4202,4575,4331,3742,21088,15588
ENSG00000137142,IGFBPL1,347252,insulin like growth factor binding protein like 1,4235.911003703894,-3.0726282445257143,0.10828893229547953,-28.37435164788285,4.191801190466434e-177,3.458235982134808e-175,1617,1851,1884,1707,1557,1472,2033,1856,1810,21010,15228
ENSG00000116761,CTH,1491,cystathionine gamma-lyase,2105.6282141246284,3.9522133630729472,0.13943590033277256,28.344302677006002,9.839019651164892e-177,8.05879415313038e-175,2334,2759,2218,2963,2815,2639,2320,2409,1843,245,150
ENSG00000143333,RGS16,6004,regulator of G protein signaling 16,7705.990625620199,3.363471478574191,0.11887572645090987,28.29401408506343,4.094616095470518e-176,3.329800303352275e-174,7275,8771,7456,10486,10442,10437,9082,8847,8137,1307,849
ENSG00000123240,OPTN,10133,optineurin,6731.63103003262,1.8523459680056285,0.06563543730488346,28.22173575840271,3.164741036171241e-175,2.555360049419119e-173,6703,7411,6797,8333,7823,7793,8122,8000,6996,2880,2222
ENSG00000055332,EIF2AK2,5610,eukaryotic translation initiation factor 2 alpha kinase 2,23177.21038590266,2.22779347873082,0.07899565339290843,28.201469106790285,5.609954085731171e-175,4.497839948313337e-173,26539,27286,21661,29075,30178,26386,27187,25679,23311,8059,5744
ENSG00000162645,GBP2,2634,guanylate binding protein 2,12091.343546155638,3.669216438719293,0.13016660659661275,28.188615610839584,8.0639389130778e-175,6.420135980796556e-173,12258,14076,13466,13324,12274,12238,16604,16940,15902,1630,1109
ENSG00000138166,DUSP5,1847,dual specificity phosphatase 5,4821.155306279085,3.643603326747216,0.12992065365868394,28.044835244743833,4.618019233123902e-173,3.6511214561885853e-171,4806,6428,5872,6592,6157,6180,5442,5241,4136,592,502
ENSG00000185482,STAC3,246329,SH3 and cysteine rich domain 3,19647.376067463665,-3.029601568957092,0.10856543303749036,-27.905765990090924,2.2710866698789935e-171,1.7831946025222305e-169,8957,8981,8417,7483,7258,7028,9401,9114,8008,95373,70666
ENSG00000134954,ETS1,2113,"ETS proto-oncogene 1, transcription factor",22245.17618317989,2.034199203007894,0.07295219475719047,27.884002801812827,4.170843278386206e-171,3.252400734549792e-169,23301,26721,22376,28840,27936,25778,26094,24657,20805,8449,6512
ENSG00000183671,CMKLR2,2825,chemerin chemokine-like receptor 2,1671.128870015525,5.254484674082546,0.1886949249321433,27.846454672652772,1.1890615672567181e-170,9.209160505590296e-169,1861,2108,1543,2414,2051,2307,1972,2002,1597,94,36
ENSG00000104320,NBN,4683,nibrin,3615.3975064318547,2.0206825517521616,0.0725789609181655,27.841161215169905,1.3781527780193689e-170,1.0601533363344942e-168,3761,4206,3518,4340,4315,3867,4375,4472,3893,1463,1010
ENSG00000134259,NGF,4803,nerve growth factor,1003.5252131428015,4.861154467132428,0.17504177835214962,27.771395565650284,9.613512399822057e-170,7.34562675650833e-168,1067,1201,1023,1214,1349,1178,1252,1173,1205,58,42
ENSG00000118523,CCN2,1490,cellular communication network factor 2,4537.625010217556,4.269720493381148,0.15400314137674218,27.724892201620822,3.499563259742488e-169,2.6561685141445482e-167,4309,6067,5203,6708,6214,5886,4733,4781,4260,449,243
ENSG00000104738,MCM4,4173,minichromosome maintenance complex component 4,1190.493881349716,-2.727848313354776,0.09847705296090341,-27.700344713176634,6.915718433708589e-169,5.214268501176973e-167,553,607,620,550,527,514,632,608,541,5375,3927
ENSG00000131747,TOP2A,7153,DNA topoisomerase II alpha,6898.760093469983,-2.120733961340288,0.07661580219539185,-27.680111681553885,1.2119102369341202e-168,9.077367136509841e-167,4163,4221,3637,4261,3919,3935,4770,4792,3906,25953,18609
ENSG00000065911,MTHFD2,10797,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",20288.768210790764,2.2099010960649927,0.07990665882040787,27.656031783681488,2.361531192795476e-168,1.7572570346389866e-166,20414,24157,21864,27191,25468,23917,23169,21882,19606,6884,5274
ENSG00000155363,MOV10,4343,Mov10 RISC complex RNA helicase,8728.182955249118,1.6356995465575952,0.05938779179769893,27.542690122736182,5.413947574576161e-167,4.002454099775948e-165,9209,10137,8440,10294,10016,10223,10702,10061,8317,4490,3174
ENSG00000173334,TRIB1,10221,tribbles pseudokinase 1,2445.976583726223,2.580305525150224,0.09458127637377883,27.281356565257486,7.059775190082996e-164,5.185518744457737e-162,2569,3001,2914,2928,2808,2893,3051,2519,2567,714,447
ENSG00000048052,HDAC9,9734,histone deacetylase 9,2484.029442716735,2.286236397912696,0.08381637223855237,27.276728124259154,8.011210421462186e-164,5.846642990278652e-162,2744,2902,2684,2990,2830,2637,3085,3157,2442,749,656
ENSG00000116016,EPAS1,2034,endothelial PAS domain protein 1,4080.28369649009,2.029366110735882,0.07441239920540257,27.2718811973011,9.145076634533543e-164,6.631636782430853e-162,4362,4789,4227,5178,4891,4945,4667,4428,3996,1657,1122
ENSG00000111912,NCOA7,135112,nuclear receptor coactivator 7,2227.3082517789862,3.3886036682013274,0.12453393930903618,27.2102824900798,4.908170099911441e-163,3.5366782650311235e-161,2363,2537,2392,3247,3013,2436,2748,2623,2076,386,229
ENSG00000152078,TLCD4,148534,TLC domain containing 4,1192.2076435053923,-2.9714569125317434,0.10925852317226056,-27.196568526254442,7.131137438929223e-163,5.1061635057993216e-161,497,642,468,609,478,455,551,482,482,5965,4038
ENSG00000171766,GATM,2628,glycine amidinotransferase,1638.679716427572,-2.554966469665541,0.0939768973827476,-27.187176219062803,9.209261378980165e-163,6.552965049980574e-161,935,921,800,809,871,773,828,916,752,7122,5079
ENSG00000106366,SERPINE1,5054,serpin family E member 1,13078.775058864745,2.084353229752837,0.07694886312738278,27.087511693348276,1.3817249355569911e-161,9.770769187153008e-160,11998,15876,14627,16306,15255,15080,15340,15194,13544,4753,3744
ENSG00000107201,RIGI,23586,RNA sensor RIG-I,22431.671863345946,5.82346299961438,0.2158861831253895,26.974690623123557,2.9287852612705396e-160,2.058285197504018e-158,19555,24678,20414,35324,34706,31165,26247,25699,22498,745,427
ENSG00000198380,GFPT1,2673,glutamine--fructose-6-phosphate transaminase 1,18158.245697729813,2.3822976939415312,0.08832368660944,26.97235345797842,3.1196341524160817e-160,2.178959191733564e-158,19378,22133,18740,24081,23414,21983,20690,19785,16720,5355,4313
ENSG00000091527,CDV3,55573,CDV3 homolog,14183.498865877324,1.1051478930812142,0.04099714781635605,26.956701915744222,4.7603968832336e-160,3.3047023485130816e-158,14185,15587,14439,16596,15636,15054,16287,15807,14146,9903,7482
ENSG00000102802,MEDAG,84935,mesenteric estrogen dependent adipogenesis,494.489061672409,-3.7955987026863576,0.14117415529744198,-26.885931739342464,3.2078273393747766e-159,2.213400864168596e-157,144,149,161,130,130,124,166,145,145,3003,1944
ENSG00000096968,JAK2,3717,Janus kinase 2,1665.5579991500967,3.6031397785805575,0.13430577195937043,26.82788480357019,1.5282532141675076e-158,1.048142339957655e-156,1936,1891,1461,2322,2112,1987,1999,2020,1817,208,181
ENSG00000178607,ERN1,2081,endoplasmic reticulum to nucleus signaling 1,5185.04572998098,3.3221685770427825,0.12425006774043106,26.737760690666782,1.7137331570970915e-157,1.1683144906317597e-155,6303,6422,4692,7074,6888,6725,6154,5308,4891,878,607
ENSG00000135318,NT5E,4907,5'-nucleotidase ecto,12924.965952809838,3.3772793631202656,0.1268928136008664,26.61521379566294,4.525783520797521e-156,3.067026510969034e-154,12760,14369,12419,19261,18228,16836,15297,14394,12414,2155,1424
ENSG00000101412,E2F1,1869,E2F transcription factor 1,1119.1071050989256,-2.976088035580125,0.11200336372409286,-26.571416577375018,1.4528994120196244e-155,9.78772769576534e-154,457,575,534,523,490,449,509,444,385,5652,3761
ENSG00000123080,CDKN2C,1031,cyclin dependent kinase inhibitor 2C,935.4272177160387,-3.4866027507172146,0.1319240218586788,-26.42886944768993,6.384411354154385e-154,4.2756778392380984e-152,320,344,304,308,287,259,324,360,357,4823,3869
ENSG00000168495,POLR3D,661,RNA polymerase III subunit D,5359.7999474500175,1.8334920017347005,0.06946672692658959,26.393815900845325,1.6135050710817273e-153,1.0742546920623079e-151,5148,6120,5945,6250,6354,6149,6282,6396,5409,2371,1754
ENSG00000041357,PSMA4,5685,proteasome 20S subunit alpha 4,12199.875050100414,1.926931171419987,0.07334869264960103,26.270831855521397,4.1327233154819994e-152,2.7355264503931725e-150,11306,14105,13399,15335,14689,13730,14447,13724,12803,5209,3658
ENSG00000179918,SEPHS2,22928,selenophosphate synthetase 2,4946.929257226788,1.979007718935206,0.07533200625259344,26.270476751932716,4.171513292825293e-152,2.7452415513766454e-150,4834,5995,4947,6257,6167,5683,5925,5648,4818,2023,1447
ENSG00000102554,KLF5,688,KLF transcription factor 5,7400.03591666841,2.106319391340625,0.0802005104518931,26.263166898470857,5.055935904944237e-152,3.308151165390238e-150,7912,9449,8462,9372,8689,8395,7900,7994,7213,2742,2021
ENSG00000122406,RPL5,6125,ribosomal protein L5,34408.138465587755,-1.7731123445437758,0.06762878307882239,-26.218309184673423,1.6434241194303266e-151,1.0691647771265298e-149,19873,24409,22993,24155,22566,22220,25751,24600,22866,112710,82227
ENSG00000160710,ADAR,103,adenosine deaminase RNA specific,24791.916003537317,1.8068833451808015,0.06902274477496399,26.178085949375287,4.721323251797359e-151,3.0541059785064168e-149,27349,28280,22963,31191,30047,28495,29393,28228,24169,11138,8268
ENSG00000205220,PSMB10,5699,proteasome 20S subunit beta 10,1144.570837029054,4.687414685609137,0.17915354280357396,26.164231040345506,6.788404878734245e-151,4.366440087253637e-149,1029,1451,1457,1448,1271,1488,1554,1270,1198,78,51
ENSG00000067992,PDK3,5165,pyruvate dehydrogenase kinase 3,1048.1177961200729,-2.534659951766236,0.09725140095110768,-26.062965951930245,9.59165396127992e-150,6.134886536470331e-148,582,533,472,588,546,479,604,612,495,4425,3304
ENSG00000063660,GPC1,2817,glypican 1,2242.961802936809,-5.653612434796534,0.21717450146339426,-26.03257931617481,2.119066342768746e-149,1.3477972241576633e-147,217,225,219,201,136,138,326,262,247,15382,11573
ENSG00000103257,SLC7A5,8140,solute carrier family 7 member 5,31108.413516299388,2.136034931014081,0.08219572212482315,25.987178843325683,6.914196646995877e-149,4.3732293792248923e-147,29285,39404,34338,38858,37239,37839,37202,34515,29140,11036,8524
ENSG00000187840,EIF4EBP1,1978,eukaryotic translation initiation factor 4E binding protein 1,6983.158752679418,2.064808035122921,0.07948587446884336,25.97704370645477,9.000660567724861e-149,5.661465224505389e-147,6498,8148,8055,8440,8233,8307,8155,8036,7161,2732,1906
ENSG00000141682,PMAIP1,5366,phorbol-12-myristate-13-acetate-induced protein 1,7976.949646727015,2.6365685388791955,0.10157958901132222,25.95569212812349,1.5682426695309724e-148,9.810133402533034e-147,7451,8734,7773,10121,9522,9225,10290,10628,8885,2217,1429
ENSG00000108797,CNTNAP1,8506,contactin associated protein 1,3642.8716688711875,1.844466405029275,0.07116668688195334,25.91755336438179,4.223281875457491e-148,2.6274351995674067e-146,3849,4217,3588,4205,4235,3955,4406,4350,3943,1512,1251
ENSG00000111144,LTA4H,4048,leukotriene A4 hydrolase,2024.4305156198695,-2.2330607528291453,0.0861682030052817,-25.915136615907716,4.4966774736638475e-148,2.7823191868295057e-146,1104,1172,1128,1262,1078,1134,1386,1147,1190,8149,5508
ENSG00000060656,PTPRU,10076,protein tyrosine phosphatase receptor type U,1876.270446714437,-1.7729515062679329,0.06884837375452064,-25.751537902542243,3.098082499451874e-146,1.9065767165545722e-144,1330,1386,1168,1327,1254,1208,1346,1271,1134,5967,4614
ENSG00000188766,SPRED3,399473,sprouty related EVH1 domain containing 3,1472.9684640070602,2.4572637457273165,0.09582426143758253,25.643440490568405,5.003933245305607e-145,3.062891397731416e-143,1656,1832,1451,1688,1745,1594,1805,1743,1651,466,292
ENSG00000249992,TMEM158,25907,transmembrane protein 158,8631.795829506656,2.97921391233675,0.11691425198806174,25.482042280362542,3.1178056061789577e-143,1.8981934131736596e-141,7849,10192,9888,11829,10657,11627,10969,9093,8039,1840,1277
ENSG00000155324,GRAMD2B,65983,GRAM domain containing 2B,3790.962333238447,2.9893879846924887,0.11763635030349122,25.41211094172963,1.8530485532970106e-142,1.122178605281195e-140,3996,4503,3735,5384,5117,4847,4382,4195,3459,793,564
ENSG00000104635,SLC39A14,23516,solute carrier family 39 member 14,8821.032386284918,1.357072053005183,0.05355657963362519,25.339035134221923,1.1870348122063924e-141,7.150471606862316e-140,8829,10173,9372,10088,9480,9412,10654,10012,8954,5613,3698
ENSG00000113580,NR3C1,2908,nuclear receptor subfamily 3 group C member 1,11683.302145176373,1.579891072416149,0.06236231782863855,25.334065946000138,1.346563851552923e-141,8.068752342068436e-140,11278,13904,11611,14349,13800,12307,13759,13823,11848,6114,4491
ENSG00000187678,SPRY4,81848,sprouty RTK signaling antagonist 4,860.9787339262482,5.3779561654382615,0.2124475879484367,25.314272651302346,2.2246152443453297e-141,1.326033746433067e-139,1080,1125,873,1034,1000,1099,1087,1055,832,33,27
ENSG00000006327,TNFRSF12A,51330,TNF receptor superfamily member 12A,11293.962416117156,1.7475618490019031,0.06907416435844124,25.299789946548106,3.2112772199482523e-141,1.9041870390161903e-139,10639,13160,12345,13658,13080,13352,13721,12571,11065,5448,3787
ENSG00000128016,ZFP36,7538,ZFP36 ring finger protein,2044.3632102399342,3.4500883908333932,0.13725289370243288,25.136726066506522,1.97413732914657e-139,1.1645364503799844e-137,2008,2281,1966,2632,2886,2671,2578,2285,2184,278,250
ENSG00000139211,AMIGO2,347902,adhesion molecule with Ig like domain 2,4998.603684161007,2.2617293851939166,0.09014326759227685,25.09038606658733,6.3327406666343144e-139,3.716404767506787e-137,5427,6607,5834,5537,5120,5256,6286,6021,5094,1749,1174
ENSG00000117174,ZNHIT6,54680,zinc finger HIT-type containing 6,3784.757992634966,1.3884316273675237,0.05544985974124347,25.039407382572904,2.2772097707194422e-138,1.3295401661354282e-136,3993,4374,3943,4568,4284,4202,4243,4078,3693,2234,1650
ENSG00000185950,IRS2,8660,insulin receptor substrate 2,4273.927160934419,1.7158534393159117,0.06854340879977858,25.033091720431834,2.6679832885339396e-138,1.5497443744876991e-136,4560,5392,4404,5132,4698,5057,4839,4748,4090,2044,1508
ENSG00000187608,ISG15,9636,ISG15 ubiquitin like modifier,55065.591006995375,4.944644452582315,0.19766804048802883,25.014890825923743,4.210186402465229e-138,2.4331457965516056e-136,43712,65320,57530,83402,79616,80866,64607,60868,51918,3060,2136
ENSG00000113407,TARS1,6897,threonyl-tRNA synthetase 1,15165.08368028884,1.3481739113397897,0.054101072889566386,24.919541135380896,4.5692313307527965e-137,2.627308015182858e-135,14515,16932,16053,18007,17210,16641,17909,17090,15138,9514,6538
ENSG00000176393,RNPEP,6051,arginyl aminopeptidase,1320.4875536481939,-2.220515737326708,0.08916754788466941,-24.902734122494376,6.94970577772738e-137,3.9760000140415195e-135,729,754,829,845,707,755,845,757,721,5181,3658
